Object,Time Step,Instance ID,Coordinates,Wireless Delay,Num Users
MonitoredBaseStation_3,247,3,"[500, 0]",5.0,16
MonitoredBaseStation_4,247,4,"[750, 0]",5.0,13
MonitoredBaseStation_1,248,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,248,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,248,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,248,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,249,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,249,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,249,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,249,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,250,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,250,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,250,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,250,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,251,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,251,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,251,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,251,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,252,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,252,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,252,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,252,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,253,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,253,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,253,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,253,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,254,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,254,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,254,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,254,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,255,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,255,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,255,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,255,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,256,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,256,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,256,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,256,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,257,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,257,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,257,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,257,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,258,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,258,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,258,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,258,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,259,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,259,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,259,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,259,4,"[750, 0]",5.0,13
MonitoredBaseStation_1,260,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,260,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,260,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,260,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,261,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,261,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,261,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,261,4,"[750, 0]",5.0,13
MonitoredBaseStation_1,262,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,262,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,262,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,262,4,"[750, 0]",5.0,13
MonitoredBaseStation_1,263,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,263,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,263,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,263,4,"[750, 0]",5.0,13
MonitoredBaseStation_1,264,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,264,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,264,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,264,4,"[750, 0]",5.0,13
MonitoredBaseStation_1,265,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,265,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,265,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,265,4,"[750, 0]",5.0,13
MonitoredBaseStation_1,266,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,266,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,266,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,266,4,"[750, 0]",5.0,13
MonitoredBaseStation_1,267,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,267,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,267,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,267,4,"[750, 0]",5.0,13
MonitoredBaseStation_1,268,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,268,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,268,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,268,4,"[750, 0]",5.0,13
MonitoredBaseStation_1,269,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,269,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,269,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,269,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,270,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,270,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,270,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,270,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,271,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,271,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,271,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,271,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,272,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,272,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,272,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,272,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,273,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,273,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,273,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,273,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,274,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,274,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,274,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,274,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,275,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,275,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,275,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,275,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,276,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,276,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,276,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,276,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,277,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,277,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,277,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,277,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,278,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,278,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,278,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,278,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,279,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,279,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,279,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,279,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,280,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,280,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,280,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,280,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,281,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,281,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,281,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,281,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,282,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,282,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,282,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,282,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,283,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,283,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,283,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,283,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,284,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,284,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,284,3,"[500, 0]",5.0,16
MonitoredBaseStation_4,284,4,"[750, 0]",5.0,13
MonitoredBaseStation_1,285,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,285,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,285,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,285,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,286,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,286,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,286,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,286,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,287,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,287,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,287,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,287,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,288,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,288,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,288,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,288,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,289,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,289,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,289,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,289,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,290,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,290,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,290,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,290,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,291,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,291,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,291,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,291,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,292,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,292,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,292,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,292,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,293,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,293,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,293,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,293,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,294,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,294,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,294,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,294,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,295,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,295,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,295,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,295,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,296,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,296,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,296,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,296,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,297,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,297,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,297,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,297,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,298,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,298,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,298,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,298,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,299,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,299,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,299,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,299,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,300,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,300,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,300,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,300,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,301,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,301,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,301,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,301,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,302,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,302,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,302,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,302,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,303,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,303,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,303,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,303,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,304,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,304,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,304,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,304,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,305,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,305,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,305,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,305,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,306,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,306,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,306,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,306,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,307,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,307,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,307,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,307,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,308,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,308,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,308,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,308,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,309,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,309,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,309,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,309,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,310,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,310,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,310,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,310,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,311,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,311,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,311,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,311,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,312,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,312,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,312,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,312,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,313,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,313,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,313,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,313,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,314,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,314,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,314,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,314,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,315,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,315,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,315,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,315,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,316,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,316,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,316,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,316,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,317,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,317,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,317,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,317,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,318,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,318,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,318,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,318,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,319,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,319,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,319,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,319,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,320,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,320,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,320,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,320,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,321,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,321,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,321,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,321,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,322,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,322,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,322,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,322,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,323,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,323,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,323,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,323,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,324,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,324,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,324,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,324,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,325,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,325,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,325,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,325,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,326,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,326,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,326,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,326,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,327,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,327,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,327,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,327,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,328,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,328,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,328,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,328,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,329,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,329,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,329,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,329,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,330,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,330,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,330,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,330,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,331,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,331,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,331,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,331,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,332,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,332,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,332,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,332,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,333,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,333,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,333,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,333,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,334,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,334,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,334,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,334,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,335,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,335,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,335,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,335,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,336,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,336,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,336,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,336,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,337,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,337,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,337,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,337,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,338,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,338,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,338,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,338,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,339,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,339,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,339,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,339,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,340,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,340,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,340,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,340,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,341,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,341,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,341,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,341,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,342,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,342,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,342,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,342,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,343,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,343,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,343,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,343,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,344,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,344,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,344,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,344,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,345,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,345,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,345,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,345,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,346,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,346,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,346,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,346,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,347,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,347,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,347,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,347,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,348,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,348,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,348,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,348,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,349,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,349,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,349,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,349,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,350,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,350,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,350,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,350,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,351,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,351,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,351,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,351,4,"[750, 0]",5.0,12
MonitoredBaseStation_1,352,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,352,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,352,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,352,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,353,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,353,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,353,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,353,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,354,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,354,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,354,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,354,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,355,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,355,2,"[250, 0]",5.0,13
MonitoredBaseStation_3,355,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,355,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,356,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,356,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,356,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,356,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,357,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,357,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,357,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,357,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,358,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,358,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,358,3,"[500, 0]",5.0,23
MonitoredBaseStation_4,358,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,359,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,359,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,359,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,359,4,"[750, 0]",5.0,9
