Object,Time Step,Instance ID,Coordinates,Wireless Delay,Num Users
MonitoredBaseStation_2,500,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,500,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,500,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,501,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,501,2,"[250, 0]",5.0,12
MonitoredBaseStation_3,501,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,501,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,502,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,502,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,502,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,502,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,503,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,503,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,503,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,503,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,504,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,504,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,504,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,504,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,505,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,505,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,505,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,505,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,506,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,506,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,506,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,506,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,507,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,507,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,507,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,507,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,508,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,508,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,508,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,508,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,509,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,509,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,509,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,509,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,510,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,510,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,510,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,510,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,511,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,511,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,511,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,511,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,512,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,512,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,512,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,512,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,513,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,513,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,513,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,513,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,514,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,514,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,514,3,"[500, 0]",5.0,17
MonitoredBaseStation_4,514,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,515,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,515,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,515,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,515,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,516,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,516,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,516,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,516,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,517,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,517,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,517,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,517,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,518,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,518,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,518,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,518,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,519,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,519,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,519,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,519,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,520,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,520,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,520,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,520,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,521,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,521,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,521,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,521,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,522,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,522,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,522,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,522,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,523,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,523,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,523,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,523,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,524,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,524,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,524,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,524,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,525,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,525,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,525,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,525,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,526,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,526,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,526,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,526,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,527,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,527,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,527,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,527,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,528,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,528,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,528,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,528,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,529,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,529,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,529,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,529,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,530,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,530,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,530,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,530,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,531,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,531,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,531,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,531,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,532,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,532,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,532,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,532,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,533,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,533,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,533,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,533,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,534,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,534,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,534,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,534,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,535,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,535,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,535,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,535,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,536,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,536,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,536,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,536,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,537,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,537,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,537,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,537,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,538,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,538,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,538,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,538,4,"[750, 0]",5.0,11
MonitoredBaseStation_1,539,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,539,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,539,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,539,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,540,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,540,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,540,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,540,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,541,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,541,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,541,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,541,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,542,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,542,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,542,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,542,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,543,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,543,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,543,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,543,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,544,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,544,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,544,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,544,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,545,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,545,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,545,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,545,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,546,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,546,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,546,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,546,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,547,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,547,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,547,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,547,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,548,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,548,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,548,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,548,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,549,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,549,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,549,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,549,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,550,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,550,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,550,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,550,4,"[750, 0]",5.0,10
MonitoredBaseStation_1,551,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,551,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,551,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,551,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,552,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,552,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,552,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,552,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,553,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,553,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,553,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,553,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,554,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,554,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,554,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,554,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,555,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,555,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,555,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,555,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,556,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,556,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,556,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,556,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,557,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,557,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,557,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,557,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,558,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,558,2,"[250, 0]",5.0,14
MonitoredBaseStation_3,558,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,558,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,559,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,559,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,559,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,559,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,560,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,560,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,560,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,560,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,561,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,561,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,561,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,561,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,562,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,562,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,562,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,562,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,563,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,563,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,563,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,563,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,564,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,564,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,564,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,564,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,565,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,565,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,565,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,565,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,566,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,566,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,566,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,566,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,567,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,567,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,567,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,567,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,568,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,568,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,568,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,568,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,569,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,569,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,569,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,569,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,570,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,570,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,570,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,570,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,571,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,571,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,571,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,571,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,572,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,572,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,572,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,572,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,573,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,573,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,573,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,573,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,574,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,574,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,574,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,574,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,575,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,575,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,575,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,575,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,576,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,576,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,576,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,576,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,577,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,577,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,577,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,577,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,578,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,578,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,578,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,578,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,579,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,579,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,579,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,579,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,580,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,580,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,580,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,580,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,581,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,581,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,581,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,581,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,582,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,582,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,582,3,"[500, 0]",5.0,23
MonitoredBaseStation_4,582,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,583,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,583,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,583,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,583,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,584,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,584,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,584,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,584,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,585,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,585,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,585,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,585,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,586,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,586,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,586,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,586,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,587,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,587,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,587,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,587,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,588,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,588,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,588,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,588,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,589,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,589,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,589,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,589,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,590,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,590,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,590,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,590,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,591,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,591,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,591,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,591,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,592,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,592,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,592,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,592,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,593,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,593,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,593,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,593,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,594,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,594,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,594,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,594,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,595,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,595,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,595,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,595,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,596,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,596,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,596,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,596,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,597,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,597,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,597,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,597,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,598,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,598,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,598,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,598,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,599,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,599,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,599,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,599,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,600,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,600,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,600,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,600,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,601,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,601,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,601,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,601,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,602,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,602,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,602,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,602,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,603,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,603,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,603,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,603,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,604,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,604,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,604,3,"[500, 0]",5.0,22
MonitoredBaseStation_4,604,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,605,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,605,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,605,3,"[500, 0]",5.0,21
MonitoredBaseStation_4,605,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,606,1,"[0, 0]",5.0,7
MonitoredBaseStation_2,606,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,606,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,606,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,607,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,607,2,"[250, 0]",5.0,15
MonitoredBaseStation_3,607,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,607,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,608,1,"[0, 0]",5.0,4
MonitoredBaseStation_2,608,2,"[250, 0]",5.0,18
MonitoredBaseStation_3,608,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,608,4,"[750, 0]",5.0,8
MonitoredBaseStation_1,609,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,609,2,"[250, 0]",5.0,16
MonitoredBaseStation_3,609,3,"[500, 0]",5.0,20
MonitoredBaseStation_4,609,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,610,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,610,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,610,3,"[500, 0]",5.0,19
MonitoredBaseStation_4,610,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,611,1,"[0, 0]",5.0,6
MonitoredBaseStation_2,611,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,611,3,"[500, 0]",5.0,18
MonitoredBaseStation_4,611,4,"[750, 0]",5.0,9
MonitoredBaseStation_1,612,1,"[0, 0]",5.0,5
MonitoredBaseStation_2,612,2,"[250, 0]",5.0,17
MonitoredBaseStation_3,612,3,"[500, 0]",5.0,19
