Object,Time Step,Instance ID,Name,Layer,Coordinates,CPU,RAM,Disk,Request Load,CPU Util,Energy,Total Requests,Avg Delay,Avg Net Delay,Avg Proc Delay
CloudServer_1,15,1,Cloud,cloud,"[0, 0]",20000,128000,200000,27556,1.0,27.555999999999997,53,11.604293509433962,11.60377358490566,0.0005199245283018609
CloudServer_1,16,1,Cloud,cloud,"[0, 0]",20000,128000,200000,30411,1.0,30.410999999999998,58,11.638455362068967,11.637931034482758,0.0005243275862068704
CloudServer_1,17,1,Cloud,cloud,"[0, 0]",20000,128000,200000,32073,1.0,32.07299999999999,64,11.563001140625,11.5625,0.0005011406249999749
CloudServer_1,18,1,Cloud,cloud,"[0, 0]",20000,128000,200000,34825,1.0,34.824999999999996,70,11.5004975,11.5,0.0004974999999999752
CloudServer_1,19,1,Cloud,cloud,"[0, 0]",20000,128000,200000,37854,1.0,37.854,76,11.51365597368421,11.513157894736842,0.0004980789473683962
CloudServer_1,20,1,Cloud,cloud,"[0, 0]",20000,128000,200000,40610,1.0,40.61,81,11.481982839506172,11.481481481481481,0.0005013580246913329
CloudServer_1,21,1,Cloud,cloud,"[0, 0]",20000,128000,200000,44219,1.0,44.218999999999994,86,11.454002546511626,11.453488372093023,0.0005141744186046254
CloudServer_1,22,1,Cloud,cloud,"[0, 0]",20000,128000,200000,46461,1.0,46.46099999999999,91,11.538972098901098,11.538461538461538,0.000510560439560414
CloudServer_1,23,1,Cloud,cloud,"[0, 0]",20000,128000,200000,48642,1.0,48.64199999999999,96,11.510923354166666,11.510416666666666,0.0005066874999999746
CloudServer_1,24,1,Cloud,cloud,"[0, 0]",20000,128000,200000,51302,1.0,51.302,101,11.485656455445543,11.485148514851485,0.0005079405940593805
CloudServer_1,25,1,Cloud,cloud,"[0, 0]",20000,128000,200000,53096,1.0,53.096,106,11.509934867924525,11.50943396226415,0.0005009056603773334
CloudServer_1,26,1,Cloud,cloud,"[0, 0]",20000,128000,200000,56322,1.0,56.321999999999996,110,11.591421109090906,11.590909090909092,0.0005120181818181562
CloudServer_1,27,1,Cloud,cloud,"[0, 0]",20000,128000,200000,58712,1.0,58.711999999999996,114,11.579462385964906,11.578947368421053,0.0005150175438596233
CloudServer_1,28,1,Cloud,cloud,"[0, 0]",20000,128000,200000,61012,1.0,61.01199999999999,117,11.624453094017086,11.623931623931623,0.0005214700854700594
CloudServer_1,29,1,Cloud,cloud,"[0, 0]",20000,128000,200000,63146,1.0,63.14599999999999,120,11.667192883333326,11.666666666666666,0.0005262166666666403
CloudServer_1,30,1,Cloud,cloud,"[0, 0]",20000,128000,200000,65600,1.0,65.60000000000001,124,11.653754838709672,11.653225806451612,0.0005290322580644897
CloudServer_1,31,1,Cloud,cloud,"[0, 0]",20000,128000,200000,66436,1.0,66.436,127,11.614696346456686,11.614173228346457,0.0005231181102361945
CloudServer_1,32,1,Cloud,cloud,"[0, 0]",20000,128000,200000,68040,1.0,68.04000000000002,130,11.577446461538454,11.576923076923077,0.0005233846153845893
CloudServer_1,33,1,Cloud,cloud,"[0, 0]",20000,128000,200000,70587,1.0,70.58700000000002,134,11.567690947761188,11.567164179104477,0.0005267686567163916
CloudServer_1,34,1,Cloud,cloud,"[0, 0]",20000,128000,200000,72839,1.0,72.83900000000001,137,11.533378386861306,11.532846715328468,0.0005316715328466887
CloudServer_1,35,1,Cloud,cloud,"[0, 0]",20000,128000,200000,74518,1.0,74.51800000000001,140,11.53624655714285,11.535714285714286,0.000532271428571402
CloudServer_1,36,1,Cloud,cloud,"[0, 0]",20000,128000,200000,77059,1.0,77.05900000000003,144,11.563035131944439,11.5625,0.0005351319444444176
CloudServer_1,37,1,Cloud,cloud,"[0, 0]",20000,128000,200000,79074,1.0,79.07400000000003,147,11.599177374149654,11.598639455782314,0.0005379183673469119
CloudServer_1,38,1,Cloud,cloud,"[0, 0]",20000,128000,200000,82372,1.0,82.37200000000003,152,11.645278763157888,11.644736842105264,0.0005419210526315518
CloudServer_1,39,1,Cloud,cloud,"[0, 0]",20000,128000,200000,84268,1.0,84.26800000000003,155,11.71022108387096,11.709677419354838,0.0005436645161290049
CloudServer_1,40,1,Cloud,cloud,"[0, 0]",20000,128000,200000,85894,1.0,85.89400000000002,158,11.74104996202531,11.740506329113924,0.0005436329113923777
CloudServer_1,41,1,Cloud,cloud,"[0, 0]",20000,128000,200000,87311,1.0,87.31100000000002,161,11.770728639751546,11.770186335403727,0.0005423043478260597
CloudServer_1,42,1,Cloud,cloud,"[0, 0]",20000,128000,200000,88907,1.0,88.90700000000002,164,11.829810408536579,11.829268292682928,0.0005421158536585095
CloudServer_1,43,1,Cloud,cloud,"[0, 0]",20000,128000,200000,90436,1.0,90.43600000000002,167,11.886769077844306,11.886227544910179,0.0005415329341317093
CloudServer_1,44,1,Cloud,cloud,"[0, 0]",20000,128000,200000,92314,1.0,92.31400000000001,170,11.941719494117642,11.941176470588236,0.0005430235294117374
CloudServer_1,45,1,Cloud,cloud,"[0, 0]",20000,128000,200000,93919,1.0,93.919,173,11.994762537572248,11.99421965317919,0.0005428843930635566
CloudServer_1,46,1,Cloud,cloud,"[0, 0]",20000,128000,200000,94624,1.0,94.624,175,12.029112137142851,12.028571428571428,0.0005407085714285443
CloudServer_1,47,1,Cloud,cloud,"[0, 0]",20000,128000,200000,95861,1.0,95.861,177,12.062688480225983,12.062146892655367,0.0005415875706214419
CloudServer_1,48,1,Cloud,cloud,"[0, 0]",20000,128000,200000,97494,1.0,97.494,179,12.095516726256976,12.094972067039107,0.0005446592178770678
CloudServer_1,49,1,Cloud,cloud,"[0, 0]",20000,128000,200000,98313,1.0,98.313,181,12.127614988950269,12.12707182320442,0.0005431657458563265
CloudServer_1,50,1,Cloud,cloud,"[0, 0]",20000,128000,200000,100622,1.0,100.622,185,12.16270606486486,12.162162162162161,0.0005439027027026755
CloudServer_1,51,1,Cloud,cloud,"[0, 0]",20000,128000,200000,104119,1.0,104.11899999999999,189,12.196318089947086,12.195767195767196,0.0005508941798941523
CloudServer_1,52,1,Cloud,cloud,"[0, 0]",20000,128000,200000,106149,1.0,106.14899999999997,193,12.254436005181343,12.253886010362693,0.0005499948186528221
CloudServer_1,53,1,Cloud,cloud,"[0, 0]",20000,128000,200000,107981,1.0,107.98099999999997,197,12.360954218274106,12.360406091370558,0.000548126903553272
CloudServer_1,54,1,Cloud,cloud,"[0, 0]",20000,128000,200000,111467,1.0,111.46699999999997,202,12.451046866336625,12.450495049504951,0.0005518168316831407
CloudServer_1,55,1,Cloud,cloud,"[0, 0]",20000,128000,200000,113750,1.0,113.74999999999999,207,12.512626811594194,12.51207729468599,0.0005495169082125327
CloudServer_1,56,1,Cloud,cloud,"[0, 0]",20000,128000,200000,116041,1.0,116.041,212,12.594886985849048,12.59433962264151,0.0005473632075471424
CloudServer_1,57,1,Cloud,cloud,"[0, 0]",20000,128000,200000,118280,1.0,118.28,217,12.65031465437787,12.649769585253456,0.0005450691244239359
CloudServer_1,58,1,Cloud,cloud,"[0, 0]",20000,128000,200000,120148,1.0,120.148,220,12.659637036363629,12.659090909090908,0.0005461272727272454
CloudServer_1,59,1,Cloud,cloud,"[0, 0]",20000,128000,200000,122846,1.0,122.84599999999998,224,12.701441276785706,12.700892857142858,0.0005484196428571154
CloudServer_1,60,1,Cloud,cloud,"[0, 0]",20000,128000,200000,126092,1.0,126.09199999999997,229,12.751642323144097,12.751091703056769,0.000550620087336217
CloudServer_1,61,1,Cloud,cloud,"[0, 0]",20000,128000,200000,128830,1.0,128.82999999999998,233,12.81171171673819,12.811158798283262,0.0005529184549355945
CloudServer_1,62,1,Cloud,cloud,"[0, 0]",20000,128000,200000,130268,1.0,130.268,236,12.860721474576263,12.860169491525424,0.0005519830508474298
CloudServer_1,63,1,Cloud,cloud,"[0, 0]",20000,128000,200000,133384,1.0,133.38400000000004,241,12.925864663900406,12.925311203319502,0.0005534605809128352
CloudServer_1,64,1,Cloud,cloud,"[0, 0]",20000,128000,200000,135234,1.0,135.23400000000004,245,12.98014381224489,12.979591836734693,0.0005519755102040538
CloudServer_1,65,1,Cloud,cloud,"[0, 0]",20000,128000,200000,137757,1.0,137.75700000000003,249,13.032681755020073,13.032128514056225,0.0005532409638553939
CloudServer_1,66,1,Cloud,cloud,"[0, 0]",20000,128000,200000,139097,1.0,139.09700000000004,253,13.083553743082998,13.08300395256917,0.0005497905138339644
CloudServer_1,67,1,Cloud,cloud,"[0, 0]",20000,128000,200000,141371,1.0,141.37100000000004,258,13.120702988372086,13.12015503875969,0.0005479496124030733
CloudServer_1,68,1,Cloud,cloud,"[0, 0]",20000,128000,200000,143485,1.0,143.48500000000004,262,13.206654522900756,13.206106870229007,0.0005476526717556979
CloudServer_1,69,1,Cloud,cloud,"[0, 0]",20000,128000,200000,146049,1.0,146.04900000000006,268,13.228156899253722,13.227611940298507,0.0005449589552238534
CloudServer_1,70,1,Cloud,cloud,"[0, 0]",20000,128000,200000,149585,1.0,149.58500000000006,274,13.248721113138677,13.248175182481752,0.0005459306569342795
CloudServer_1,71,1,Cloud,cloud,"[0, 0]",20000,128000,200000,151750,1.0,151.75000000000006,278,13.237955935251788,13.237410071942445,0.0005458633093524909
CloudServer_1,72,1,Cloud,cloud,"[0, 0]",20000,128000,200000,153663,1.0,153.66300000000007,283,13.251426371024726,13.250883392226148,0.0005429787985865456
CloudServer_1,73,1,Cloud,cloud,"[0, 0]",20000,128000,200000,155390,1.0,155.39000000000007,287,13.240959547038317,13.240418118466899,0.0005414285714285445
CloudServer_1,74,1,Cloud,cloud,"[0, 0]",20000,128000,200000,157653,1.0,157.65300000000008,290,13.259164320689646,13.258620689655173,0.0005436310344827317
CloudServer_1,75,1,Cloud,cloud,"[0, 0]",20000,128000,200000,160022,1.0,160.02200000000005,294,13.316870823129243,13.316326530612244,0.0005442925170067758
CloudServer_1,76,1,Cloud,cloud,"[0, 0]",20000,128000,200000,163379,1.0,163.37900000000005,298,13.356252949664421,13.355704697986576,0.0005482516778523217
CloudServer_1,77,1,Cloud,cloud,"[0, 0]",20000,128000,200000,166306,1.0,166.30600000000004,302,13.411146708609262,13.410596026490067,0.0005506821192052706
CloudServer_1,78,1,Cloud,cloud,"[0, 0]",20000,128000,200000,167992,1.0,167.99200000000002,306,13.464601281045745,13.4640522875817,0.0005489934640522603
CloudServer_1,79,1,Cloud,cloud,"[0, 0]",20000,128000,200000,170390,1.0,170.39000000000001,310,13.500549645161282,13.5,0.0005496451612902952
CloudServer_1,80,1,Cloud,cloud,"[0, 0]",20000,128000,200000,172773,1.0,172.77300000000002,314,13.535582079617823,13.535031847133759,0.0005502324840764058
CloudServer_1,81,1,Cloud,cloud,"[0, 0]",20000,128000,200000,175279,1.0,175.27900000000002,319,13.574217175548576,13.573667711598747,0.000549463949843233
CloudServer_1,82,1,Cloud,cloud,"[0, 0]",20000,128000,200000,176560,1.0,176.56000000000003,323,13.59187789473683,13.591331269349846,0.0005466253869968768
CloudServer_1,83,1,Cloud,cloud,"[0, 0]",20000,128000,200000,178334,1.0,178.334,326,13.65085378527606,13.650306748466258,0.0005470368098159238
CloudServer_1,84,1,Cloud,cloud,"[0, 0]",20000,128000,200000,180844,1.0,180.84399999999997,331,13.716558441087603,13.716012084592146,0.0005463564954682509
CloudServer_1,85,1,Cloud,cloud,"[0, 0]",20000,128000,200000,184484,1.0,184.48399999999998,337,13.78393021958456,13.783382789317507,0.0005474302670622874
CloudServer_1,86,1,Cloud,cloud,"[0, 0]",20000,128000,200000,189255,1.0,189.255,344,13.852294345930225,13.851744186046512,0.000550159883720903
CloudServer_1,87,1,Cloud,cloud,"[0, 0]",20000,128000,200000,193189,1.0,193.18900000000002,351,13.932174327635321,13.931623931623932,0.0005503960113959842
CloudServer_1,88,1,Cloud,cloud,"[0, 0]",20000,128000,200000,196181,1.0,196.18099999999998,358,14.008927879888262,14.008379888268156,0.0005479916201117048
CloudServer_1,89,1,Cloud,cloud,"[0, 0]",20000,128000,200000,199686,1.0,199.68599999999995,366,14.085245043715842,14.084699453551913,0.0005455901639343994
CloudServer_1,90,1,Cloud,cloud,"[0, 0]",20000,128000,200000,203535,1.0,203.5349999999999,374,14.171667205882345,14.171122994652407,0.0005442112299464971
CloudServer_1,91,1,Cloud,cloud,"[0, 0]",20000,128000,200000,208804,1.0,208.80399999999992,382,14.25447330890052,14.25392670157068,0.0005466073298429048
CloudServer_1,92,1,Cloud,cloud,"[0, 0]",20000,128000,200000,213059,1.0,213.0589999999999,388,14.317559430412368,14.31701030927835,0.0005491211340205912
CloudServer_1,93,1,Cloud,cloud,"[0, 0]",20000,128000,200000,217227,1.0,217.2269999999999,395,14.367638549367086,14.367088607594937,0.0005499417721518714
CloudServer_1,94,1,Cloud,cloud,"[0, 0]",20000,128000,200000,220696,1.0,220.69599999999988,401,14.389577795511222,14.389027431421447,0.0005503640897755338
CloudServer_1,95,1,Cloud,cloud,"[0, 0]",20000,128000,200000,226032,1.0,226.03199999999987,408,14.449083411764711,14.448529411764707,0.0005539999999999726
CloudServer_1,96,1,Cloud,cloud,"[0, 0]",20000,128000,200000,229147,1.0,229.14699999999988,414,14.49330711835749,14.492753623188406,0.0005534951690820981
CloudServer_1,97,1,Cloud,cloud,"[0, 0]",20000,128000,200000,231906,1.0,231.90599999999986,419,14.547092854415274,14.54653937947494,0.0005534749403341015
CloudServer_1,98,1,Cloud,cloud,"[0, 0]",20000,128000,200000,235494,1.0,235.49399999999986,424,14.587819561320757,14.587264150943396,0.000555410377358463
CloudServer_1,99,1,Cloud,cloud,"[0, 0]",20000,128000,200000,238704,1.0,238.70399999999987,429,14.63925105827506,14.63869463869464,0.0005564195804195528
CloudServer_1,100,1,Cloud,cloud,"[0, 0]",20000,128000,200000,242123,1.0,242.12299999999988,434,14.689497979262676,14.688940092165899,0.0005578870967741659
CloudServer_1,101,1,Cloud,cloud,"[0, 0]",20000,128000,200000,244890,1.0,244.88999999999987,439,14.738598838268794,14.738041002277905,0.000557835990888355
CloudServer_1,102,1,Cloud,cloud,"[0, 0]",20000,128000,200000,246564,1.0,246.56399999999985,444,14.7753300990991,14.774774774774775,0.0005553243243242967
CloudServer_1,103,1,Cloud,cloud,"[0, 0]",20000,128000,200000,249522,1.0,249.52199999999985,449,14.811246151447662,14.810690423162583,0.0005557282850779235
CloudServer_1,104,1,Cloud,cloud,"[0, 0]",20000,128000,200000,252896,1.0,252.89599999999987,454,14.835358801762114,14.834801762114537,0.000557039647577065
CloudServer_1,105,1,Cloud,cloud,"[0, 0]",20000,128000,200000,255917,1.0,255.91699999999986,459,14.869838599128538,14.869281045751634,0.0005575533769062904
CloudServer_1,106,1,Cloud,cloud,"[0, 0]",20000,128000,200000,258399,1.0,258.39899999999983,463,14.903365872570195,14.902807775377969,0.0005580971922245944
CloudServer_1,107,1,Cloud,cloud,"[0, 0]",20000,128000,200000,259113,1.0,259.11299999999983,465,14.914535726881722,14.913978494623656,0.0005572322580644887
CloudServer_1,108,1,Cloud,cloud,"[0, 0]",20000,128000,200000,260440,1.0,260.4399999999998,467,14.936317858672378,14.93576017130621,0.0005576873661669961
CloudServer_1,109,1,Cloud,cloud,"[0, 0]",20000,128000,200000,262322,1.0,262.32199999999983,470,14.958004940425534,14.957446808510639,0.0005581319148935895
CloudServer_1,110,1,Cloud,cloud,"[0, 0]",20000,128000,200000,262702,1.0,262.7019999999998,473,14.979413746300214,14.978858350951374,0.0005553953488371818
CloudServer_1,111,1,Cloud,cloud,"[0, 0]",20000,128000,200000,263269,1.0,263.26899999999983,474,14.979458373417723,14.978902953586498,0.0005554198312236013
CloudServer_1,112,1,Cloud,cloud,"[0, 0]",20000,128000,200000,264085,1.0,264.08499999999987,476,14.979546397058826,14.978991596638656,0.0005548004201680398
CloudServer_1,113,1,Cloud,cloud,"[0, 0]",20000,128000,200000,265475,1.0,265.4749999999999,478,14.97963488493724,14.97907949790795,0.0005553870292886754
CloudServer_1,114,1,Cloud,cloud,"[0, 0]",20000,128000,200000,267818,1.0,267.8179999999999,481,14.990161783783787,14.98960498960499,0.0005567941787941511
CloudServer_1,115,1,Cloud,cloud,"[0, 0]",20000,128000,200000,268853,1.0,268.8529999999999,484,15.000555481404962,15.0,0.00055548140495865
CloudServer_1,116,1,Cloud,cloud,"[0, 0]",20000,128000,200000,270603,1.0,270.6029999999999,488,15.031292219262301,15.030737704918034,0.0005545143442622673
CloudServer_1,117,1,Cloud,cloud,"[0, 0]",20000,128000,200000,271954,1.0,271.9539999999999,490,15.03116725306123,15.03061224489796,0.0005550081632652783
CloudServer_1,118,1,Cloud,cloud,"[0, 0]",20000,128000,200000,273186,1.0,273.1859999999999,492,15.051368264227646,15.050813008130081,0.0005552560975609477
CloudServer_1,119,1,Cloud,cloud,"[0, 0]",20000,128000,200000,275057,1.0,275.0569999999999,495,15.081363751515156,15.080808080808081,0.0005556707070706791
CloudServer_1,120,1,Cloud,cloud,"[0, 0]",20000,128000,200000,276133,1.0,276.13299999999987,497,15.101159221327972,15.100603621730382,0.0005555995975854852
CloudServer_1,121,1,Cloud,cloud,"[0, 0]",20000,128000,200000,278001,1.0,278.00099999999986,500,15.120556002000004,15.12,0.000556001999999972
CloudServer_1,122,1,Cloud,cloud,"[0, 0]",20000,128000,200000,278603,1.0,278.60299999999984,502,15.130037057768929,15.129482071713147,0.0005549860557768645
CloudServer_1,123,1,Cloud,cloud,"[0, 0]",20000,128000,200000,279701,1.0,279.7009999999998,504,15.149364486111116,15.148809523809524,0.0005549623015872737
CloudServer_1,124,1,Cloud,cloud,"[0, 0]",20000,128000,200000,281420,1.0,281.41999999999985,507,15.148484063116374,15.14792899408284,0.0005550690335305441
CloudServer_1,125,1,Cloud,cloud,"[0, 0]",20000,128000,200000,282793,1.0,282.79299999999984,509,15.167549691552066,15.166994106090373,0.0005555854616895596
CloudServer_1,126,1,Cloud,cloud,"[0, 0]",20000,128000,200000,284871,1.0,284.8709999999998,513,15.175993900584801,15.175438596491228,0.0005553040935672236
CloudServer_1,127,1,Cloud,cloud,"[0, 0]",20000,128000,200000,287700,1.0,287.6999999999998,517,15.174637717601554,15.174081237911025,0.0005564796905222158
CloudServer_1,128,1,Cloud,cloud,"[0, 0]",20000,128000,200000,288946,1.0,288.94599999999986,519,15.18360105202313,15.183044315992293,0.0005567360308284886
CloudServer_1,129,1,Cloud,cloud,"[0, 0]",20000,128000,200000,289307,1.0,289.30699999999985,521,15.19249387140116,15.191938579654511,0.0005552917466410471
CloudServer_1,130,1,Cloud,cloud,"[0, 0]",20000,128000,200000,291623,1.0,291.6229999999998,524,15.191396227099247,15.19083969465649,0.0005565324427480638
CloudServer_1,131,1,Cloud,cloud,"[0, 0]",20000,128000,200000,292979,1.0,292.9789999999998,528,15.189948823863649,15.18939393939394,0.000554884469696942
CloudServer_1,132,1,Cloud,cloud,"[0, 0]",20000,128000,200000,295170,1.0,295.1699999999998,532,15.188524755639108,15.18796992481203,0.0005548308270676415
CloudServer_1,133,1,Cloud,cloud,"[0, 0]",20000,128000,200000,296678,1.0,296.67799999999977,535,15.187470426168236,15.186915887850468,0.0005545383177569817
CloudServer_1,134,1,Cloud,cloud,"[0, 0]",20000,128000,200000,297276,1.0,297.2759999999998,537,15.177462338919938,15.176908752327746,0.0005535865921787433
CloudServer_1,135,1,Cloud,cloud,"[0, 0]",20000,128000,200000,298685,1.0,298.6849999999998,539,15.167530027829326,15.166975881261596,0.0005541465677179685
CloudServer_1,136,1,Cloud,cloud,"[0, 0]",20000,128000,200000,299493,1.0,299.49299999999977,541,15.157670042513875,15.157116451016636,0.0005535914972273291
CloudServer_1,137,1,Cloud,cloud,"[0, 0]",20000,128000,200000,301228,1.0,301.2279999999998,544,15.1476125514706,15.147058823529411,0.0005537279411764429
CloudServer_1,138,1,Cloud,cloud,"[0, 0]",20000,128000,200000,302461,1.0,302.4609999999998,546,15.128759086080597,15.128205128205128,0.0005539578754578478
CloudServer_1,139,1,Cloud,cloud,"[0, 0]",20000,128000,200000,304125,1.0,304.12499999999983,548,15.110044023722642,15.10948905109489,0.0005549726277371986
CloudServer_1,140,1,Cloud,cloud,"[0, 0]",20000,128000,200000,305655,1.0,305.65499999999986,550,15.091464827272745,15.090909090909092,0.0005557363636363359
CloudServer_1,141,1,Cloud,cloud,"[0, 0]",20000,128000,200000,306525,1.0,306.52499999999986,552,15.082077038043495,15.081521739130435,0.0005552989130434506
CloudServer_1,142,1,Cloud,cloud,"[0, 0]",20000,128000,200000,307232,1.0,307.23199999999986,554,15.063731465703986,15.063176895306858,0.0005545703971118857
CloudServer_1,143,1,Cloud,cloud,"[0, 0]",20000,128000,200000,308939,1.0,308.93899999999985,557,15.054414612208273,15.053859964093357,0.0005546481149012291
CloudServer_1,144,1,Cloud,cloud,"[0, 0]",20000,128000,200000,311004,1.0,311.00399999999985,561,15.018379686274525,15.017825311942959,0.0005543743315507744
CloudServer_1,145,1,Cloud,cloud,"[0, 0]",20000,128000,200000,312724,1.0,312.7239999999999,564,15.009419723404271,15.00886524822695,0.0005544751773049369
CloudServer_1,146,1,Cloud,cloud,"[0, 0]",20000,128000,200000,315043,1.0,315.04299999999984,567,15.027010657848342,15.026455026455027,0.0005556313932980322
CloudServer_1,147,1,Cloud,cloud,"[0, 0]",20000,128000,200000,315676,1.0,315.6759999999998,569,15.035704175746941,15.035149384885765,0.000554790861159902
CloudServer_1,148,1,Cloud,cloud,"[0, 0]",20000,128000,200000,316274,1.0,316.27399999999983,571,15.044336732049054,15.043782837127846,0.0005538949211908653
CloudServer_1,149,1,Cloud,cloud,"[0, 0]",20000,128000,200000,317004,1.0,317.00399999999985,573,15.052909256544519,15.052356020942408,0.000553235602094213
CloudServer_1,150,1,Cloud,cloud,"[0, 0]",20000,128000,200000,318524,1.0,318.52399999999983,575,15.061423520000016,15.060869565217391,0.0005539547826086679
CloudServer_1,151,1,Cloud,cloud,"[0, 0]",20000,128000,200000,319632,1.0,319.63199999999983,578,15.078407667820082,15.077854671280276,0.0005529965397923597
CloudServer_1,152,1,Cloud,cloud,"[0, 0]",20000,128000,200000,321241,1.0,321.2409999999998,581,15.09521728227196,15.094664371772806,0.000552910499139387
CloudServer_1,153,1,Cloud,cloud,"[0, 0]",20000,128000,200000,322983,1.0,322.9829999999998,585,15.094569201709417,15.094017094017094,0.0005521076923076647
CloudServer_1,154,1,Cloud,cloud,"[0, 0]",20000,128000,200000,323954,1.0,323.9539999999998,586,15.102941901023906,15.102389078498293,0.0005528225255972419
CloudServer_1,155,1,Cloud,cloud,"[0, 0]",20000,128000,200000,324646,1.0,324.6459999999998,587,15.111285597955721,15.110732538330494,0.0005530596252129195
CloudServer_1,156,1,Cloud,cloud,"[0, 0]",20000,128000,200000,325838,1.0,325.8379999999998,589,15.102420777589147,15.101867572156197,0.0005532054329371539
CloudServer_1,157,1,Cloud,cloud,"[0, 0]",20000,128000,200000,327201,1.0,327.2009999999998,591,15.093616245346881,15.09306260575296,0.0005536395939086015
CloudServer_1,158,1,Cloud,cloud,"[0, 0]",20000,128000,200000,328670,1.0,328.6699999999998,593,15.084871281618897,15.084317032040472,0.0005542495784148119
CloudServer_1,159,1,Cloud,cloud,"[0, 0]",20000,128000,200000,330119,1.0,330.1189999999998,596,15.076057246644307,15.075503355704697,0.0005538909395972875
CloudServer_1,160,1,Cloud,cloud,"[0, 0]",20000,128000,200000,331859,1.0,331.85899999999975,598,15.059083376254193,15.058528428093645,0.000554948160535089
CloudServer_1,161,1,Cloud,cloud,"[0, 0]",20000,128000,200000,334103,1.0,334.1029999999998,601,15.075431119800344,15.07487520798669,0.0005559118136438988
CloudServer_1,162,1,Cloud,cloud,"[0, 0]",20000,128000,200000,335069,1.0,335.0689999999998,604,15.075058061258288,15.074503311258278,0.0005547499999999719
CloudServer_1,163,1,Cloud,cloud,"[0, 0]",20000,128000,200000,338115,1.0,338.11499999999984,608,15.058121899671063,15.057565789473685,0.000556110197368393
CloudServer_1,164,1,Cloud,cloud,"[0, 0]",20000,128000,200000,340318,1.0,340.3179999999998,612,15.041405748366023,15.040849673202615,0.0005560751633986647
CloudServer_1,165,1,Cloud,cloud,"[0, 0]",20000,128000,200000,342545,1.0,342.5449999999998,615,15.041207390243914,15.040650406504065,0.0005569837398373702
CloudServer_1,166,1,Cloud,cloud,"[0, 0]",20000,128000,200000,344560,1.0,344.5599999999998,618,15.041010614886742,15.040453074433657,0.0005575404530744054
CloudServer_1,167,1,Cloud,cloud,"[0, 0]",20000,128000,200000,346384,1.0,346.38399999999973,623,15.032658722311409,15.032102728731942,0.0005559935794542254
CloudServer_1,168,1,Cloud,cloud,"[0, 0]",20000,128000,200000,347561,1.0,347.56099999999975,626,15.056465752396175,15.05591054313099,0.0005552092651756908
CloudServer_1,169,1,Cloud,cloud,"[0, 0]",20000,128000,200000,349959,1.0,349.95899999999983,630,15.056111046031756,15.055555555555555,0.0005554904761904482
CloudServer_1,170,1,Cloud,cloud,"[0, 0]",20000,128000,200000,353412,1.0,353.4119999999998,635,15.039926633070875,15.039370078740157,0.0005565543307086334
CloudServer_1,171,1,Cloud,cloud,"[0, 0]",20000,128000,200000,355609,1.0,355.60899999999975,639,15.016205960876379,15.015649452269171,0.0005565086071987201
